"sex","age","race","juv_fel_count","decile_score","juv_misd_count","juv_other_count","priors_count","days_b_screening_arrest","c_days_from_compas","c_charge_degree","is_recid","r_charge_degree","v_decile_score","v_score_text","score_text","class"
"2",57,"1",0,4,0,0,8,-131,131,"1",0,"3",3,"2","2",0
"1",48,"1",0,5,0,0,4,-1,1,"1",0,"3",4,"2","3",0
"1",38,"3",0,9,0,0,14,0,0,"2",0,"3",7,"3","1",0
"2",39,"1",0,4,0,0,2,14,37,"2",0,"3",8,"1","2",0
"2",28,"1",0,1,0,0,1,-90,90,"1",0,"3",2,"2","2",0
"2",33,"3",0,1,1,0,5,-1,1,"2",1,"2",1,"2","2",0
"2",20,"3",0,5,1,0,1,-1,1,"1",1,"2",7,"3","3",0
"2",47,"1",0,3,0,0,2,-1,1,"1",1,"1",2,"2","2",0
"2",54,"6",0,1,0,0,2,-1,1,"1",0,"3",1,"2","2",0
"2",58,"4",0,1,0,0,4,-1,1,"1",0,"3",1,"2","2",0
"2",44,"1",0,7,0,0,2,-1,1,"2",0,"3",4,"2","3",0
"2",27,"4",0,2,0,0,2,-1,1,"2",0,"3",2,"2","2",0
"2",26,"1",0,3,0,0,0,-1,1,"1",1,"1",3,"2","2",0
"2",38,"1",0,1,0,0,0,-1,1,"1",0,"3",1,"2","2",0
"2",38,"1",0,1,0,0,0,0,0,"2",0,"3",1,"2","2",0
"1",34,"2",0,1,0,0,1,-10,10,"1",0,"3",1,"2","2",0
"2",32,"1",0,2,0,0,1,-1,1,"1",0,"3",3,"2","2",0
"1",64,"3",0,1,0,0,0,-1,1,"1",0,"3",1,"2","2",0
"2",50,"3",0,1,0,0,0,-1,1,"1",0,"3",1,"2","2",0
"2",26,"4",0,1,0,0,0,-1,1,"1",0,"3",2,"2","2",0
"2",26,"1",0,8,1,0,4,-1,1,"2",1,"2",9,"1","1",1
"2",39,"6",0,1,0,0,1,-1,1,"2",0,"3",1,"2","2",0
"2",38,"4",0,1,0,0,0,0,0,"1",0,"3",1,"2","2",0
"2",26,"4",0,2,0,0,0,0,1,"2",0,"3",3,"2","2",0
"2",21,"3",1,10,0,3,2,0,0,"2",1,"1",8,"1","1",0
"2",30,"1",0,8,0,0,13,-1,1,"2",0,"3",7,"3","1",0
"2",27,"1",0,7,0,0,21,0,0,"1",1,"1",3,"2","3",0
"1",49,"3",0,1,0,0,1,-1,1,"1",0,"3",1,"2","2",0
"2",20,"1",0,9,0,0,0,-1,1,"1",0,"3",9,"1","1",0
"2",58,"3",0,2,0,0,1,-30,30,"2",0,"3",1,"2","2",0
"2",30,"6",0,6,0,0,0,-1,1,"2",1,"2",5,"3","3",0
"1",54,"1",0,1,0,0,0,-1,1,"1",0,"3",1,"2","2",0
"1",57,"3",0,4,0,0,0,-1,1,"2",0,"3",1,"2","2",0
"2",25,"3",0,4,0,0,2,0,0,"2",1,"2",3,"2","2",0
"2",27,"1",0,10,0,0,0,-1,1,"1",0,"3",9,"1","1",0
"2",29,"1",0,2,0,0,0,-1,1,"2",0,"3",1,"2","2",0
"2",41,"5",0,2,0,0,5,-18,18,"1",0,"3",2,"2","2",0
"1",47,"6",0,1,0,0,0,-1,1,"2",0,"3",1,"2","2",0
"2",39,"3",0,2,0,0,2,-13,13,"1",1,"2",1,"2","2",0
"2",35,"3",0,2,0,0,4,-1,0,"1",0,"3",1,"2","2",0
"2",67,"3",0,3,0,0,1,-1,1,"1",0,"3",1,"2","2",0
"2",38,"1",0,4,0,0,0,-1,1,"1",0,"3",5,"3","2",0
"1",22,"3",0,5,0,0,0,0,1,"1",0,"3",4,"2","3",0
"2",29,"1",0,9,0,0,9,-1,1,"1",0,"3",7,"3","1",0
"2",28,"4",0,8,0,0,8,407,70,"2",1,"2",6,"3","1",0
"2",33,"5",1,7,0,0,9,72,106,"2",1,"2",9,"1","3",1
"2",27,"3",0,4,0,0,2,-36,36,"2",0,"3",3,"2","2",0
"2",61,"1",0,6,0,0,8,-35,11,"2",0,"3",3,"2","3",0
"1",22,"1",0,5,0,0,1,-101,101,"1",0,"3",5,"3","3",0
"2",25,"3",0,2,0,0,0,0,1,"2",1,"2",2,"2","2",0
"2",48,"3",0,8,0,0,0,-1,1,"1",1,"1",3,"2","1",0
"2",49,"3",0,2,0,0,12,-1,1,"1",1,"2",2,"2","2",0
"2",47,"1",0,2,0,0,13,0,0,"1",1,"2",1,"2","2",0
"2",22,"1",0,8,0,0,1,-1,1,"1",0,"3",7,"3","1",0
"2",31,"1",0,1,1,0,3,0,1,"1",1,"1",2,"2","2",0
"2",21,"1",0,8,0,0,0,0,1,"1",1,"1",8,"1","1",1
"2",42,"6",0,1,0,0,1,-13,13,"2",0,"3",1,"2","2",0
"1",30,"3",0,6,0,0,0,0,1,"2",0,"3",2,"2","3",0
"2",61,"3",0,1,0,0,4,-1,1,"1",0,"3",1,"2","2",0
"1",30,"1",0,6,0,0,3,-51,236,"2",0,"3",5,"3","3",0
"2",21,"1",0,5,0,0,0,-1,1,"1",0,"3",7,"3","3",0
"2",26,"3",0,7,0,0,0,-3,3,"1",1,"2",3,"2","3",0
"2",45,"1",0,1,0,0,1,-1,1,"2",0,"3",1,"2","2",0
"2",37,"1",0,1,0,0,0,-1,1,"2",1,"2",1,"2","2",1
"1",30,"3",0,3,0,0,1,-27,27,"2",0,"3",2,"2","2",0
"2",30,"1",0,7,1,0,9,-1,1,"1",1,"1",2,"2","3",1
"2",31,"1",3,10,0,0,6,-1,1,"1",1,"1",6,"3","1",1
"2",31,"1",0,7,0,0,0,-1,1,"1",0,"3",4,"2","3",0
"2",51,"1",0,7,0,0,4,-44,45,"1",0,"3",6,"3","3",0
"2",28,"4",0,4,0,0,1,-13,14,"1",0,"3",5,"3","2",0
"1",21,"1",0,10,0,0,0,0,1,"1",0,"3",9,"1","1",0
"2",22,"1",0,9,0,0,0,-1,1,"1",0,"3",9,"1","1",0
"1",27,"3",0,8,0,0,0,0,0,"2",1,"1",6,"3","1",1
"2",28,"1",0,4,1,0,2,-1,1,"1",1,"2",2,"2","2",1
"1",29,"1",0,2,0,0,0,0,1,"1",0,"3",2,"2","2",0
"2",23,"1",0,7,0,0,0,-1,1,"1",0,"3",5,"3","3",0
"2",58,"3",0,1,0,0,0,-1,1,"2",0,"3",1,"2","2",0
"2",47,"1",0,1,0,0,1,-1,1,"1",0,"3",3,"2","2",0
"2",44,"1",0,7,0,1,16,-1,1,"1",0,"3",8,"1","3",0
"2",61,"1",0,3,0,0,12,-1,1,"1",0,"3",4,"2","2",0
"2",29,"3",0,3,0,0,1,-22,22,"1",0,"3",2,"2","2",0
"2",31,"4",0,5,0,0,1,-42,1205,"2",0,"3",4,"2","3",0
"2",51,"4",0,1,0,0,0,-1,1,"2",0,"3",1,"2","2",0
"2",44,"4",0,1,0,0,0,-1,1,"2",0,"3",1,"2","2",0
"2",28,"3",0,2,0,0,1,-1,1,"1",0,"3",3,"2","2",0
"2",26,"1",0,8,0,0,0,-1,1,"1",0,"3",4,"2","1",0
"2",63,"1",0,3,0,0,6,-1,0,"1",0,"3",2,"2","2",0
"2",43,"3",0,2,0,0,2,0,0,"1",1,"1",1,"2","2",0
"2",20,"3",0,4,0,0,6,-1,1,"1",0,"3",6,"3","2",0
"2",34,"3",0,4,0,0,5,-1,1,"2",0,"3",4,"2","2",0
"1",36,"1",0,2,0,0,1,-1,1,"2",0,"3",1,"2","2",0
"2",19,"1",0,4,0,0,1,-10,10,"2",1,"2",7,"3","2",1
"2",20,"3",0,4,0,2,0,-3,4,"1",0,"3",7,"3","2",0
"2",35,"3",0,2,0,0,0,0,1,"1",0,"3",2,"2","2",0
"1",20,"3",0,10,0,0,0,0,1,"1",1,"2",9,"1","1",1
"2",29,"1",0,8,0,0,7,-1,1,"2",1,"2",3,"2","1",1
"2",42,"1",0,1,0,0,1,0,0,"1",0,"3",1,"2","2",0
"2",41,"4",0,1,0,0,2,-1,1,"1",1,"2",1,"2","2",0
"1",44,"3",0,5,0,0,1,-6,6,"2",0,"3",2,"2","3",0
"2",33,"1",0,2,0,0,1,-17,17,"1",0,"3",1,"2","2",0
"2",20,"3",0,6,0,1,0,-1,1,"1",1,"2",9,"1","3",0
"2",21,"1",0,6,0,0,0,-6,7,"2",0,"3",6,"3","3",0
"2",53,"3",0,5,0,0,1,-1,1,"2",1,"1",5,"3","3",1
"1",24,"1",0,3,0,0,4,-1,1,"1",1,"2",3,"2","2",0
"1",54,"3",0,1,0,0,0,0,1,"2",0,"3",1,"2","2",0
"2",21,"1",0,8,0,0,1,-1,1,"1",0,"3",7,"3","1",0
"1",32,"3",0,4,0,0,0,-2,2,"2",0,"3",4,"2","2",0
"2",34,"6",0,2,0,0,0,-1,1,"1",1,"2",2,"2","2",0
"1",39,"1",0,5,0,0,1,7,121,"1",0,"3",5,"3","3",0
"1",53,"1",0,1,0,0,0,0,0,"1",0,"3",1,"2","2",0
"2",34,"1",0,1,0,0,2,-24,24,"1",0,"3",2,"2","2",0
"2",26,"1",0,3,0,0,2,-1,1,"1",1,"2",4,"2","2",0
"2",50,"3",0,3,0,0,8,-1,1,"1",0,"3",2,"2","2",0
"2",44,"3",0,6,0,0,7,-1,1,"1",0,"3",3,"2","3",0
"1",22,"1",0,10,0,1,0,0,0,"1",0,"3",5,"3","1",0
"2",45,"1",0,2,0,0,4,0,1,"2",0,"3",1,"2","2",0
"2",25,"1",0,9,3,1,15,-1,1,"1",1,"1",7,"3","1",1
"2",37,"3",0,1,0,0,2,-1,1,"1",1,"2",1,"2","2",0
"2",25,"3",0,2,0,0,0,-1,1,"1",0,"3",2,"2","2",0
"1",22,"1",0,3,0,0,0,-1,1,"1",0,"3",4,"2","2",0
"2",36,"4",0,1,0,0,0,-1,1,"2",1,"2",1,"2","2",0
"1",28,"1",0,4,0,0,3,-1,1,"1",1,"1",4,"2","2",0
"1",20,"3",0,10,2,1,3,-1,1,"2",1,"2",8,"1","1",1
"2",51,"3",0,2,0,0,3,-87,87,"1",0,"3",2,"2","2",0
"2",19,"1",2,10,1,1,3,22,23,"1",1,"1",10,"1","1",0
"2",20,"4",0,6,0,0,0,-1,1,"1",1,"1",7,"3","3",0
"2",28,"3",0,2,0,0,2,0,1,"1",1,"2",2,"2","2",0
"2",23,"1",0,5,0,0,1,-39,4,"1",0,"3",5,"3","3",0
"2",58,"1",0,1,0,0,0,-1,1,"1",0,"3",1,"2","2",0
"2",32,"4",0,5,0,0,0,-1,1,"1",0,"3",3,"2","3",0
"1",26,"1",0,7,0,0,0,-1,1,"1",0,"3",5,"3","3",0
"2",24,"1",0,2,0,0,0,-1,1,"2",0,"3",3,"2","2",0
"2",44,"3",0,2,0,0,5,-1,1,"1",0,"3",1,"2","2",0
"2",19,"1",3,8,0,0,2,-21,21,"1",1,"1",9,"1","1",0
"2",27,"1",0,10,0,0,5,-28,28,"1",1,"2",5,"3","1",1
"2",33,"1",0,6,0,0,3,-1,1,"1",1,"2",4,"2","3",0
"2",55,"4",0,1,0,0,0,-1,1,"1",0,"3",1,"2","2",0
"2",20,"1",0,9,0,0,1,-1,1,"1",1,"1",10,"1","1",1
"2",29,"3",0,4,0,0,1,-1,1,"1",0,"3",2,"2","2",0
"2",22,"1",0,3,0,0,1,-1,1,"1",1,"2",5,"3","2",0
"1",23,"3",0,7,0,0,0,-1,1,"2",0,"3",5,"3","3",0
"2",33,"3",0,3,0,0,1,0,0,"1",0,"3",2,"2","2",0
"2",34,"1",0,9,1,0,20,-1,1,"1",1,"2",5,"3","1",0
"2",34,"1",0,9,0,0,5,-47,47,"1",0,"3",7,"3","1",0
"1",45,"5",0,10,0,0,15,-1,1,"1",1,"2",9,"1","1",0
"1",25,"3",0,5,0,0,2,-25,25,"1",1,"2",3,"2","3",0
"2",38,"3",0,1,0,0,1,-2,2,"1",0,"3",1,"2","2",0
"1",27,"1",0,4,0,0,1,-1,1,"1",0,"3",3,"2","2",0
"2",26,"1",0,5,0,0,0,0,1,"2",1,"2",4,"2","3",0
"2",30,"1",0,6,0,0,0,0,0,"1",0,"3",5,"3","3",0
"1",48,"4",0,1,0,0,4,-6,6,"1",1,"2",1,"2","2",0
"2",35,"4",0,7,0,0,0,-1,1,"1",0,"3",4,"2","3",0
"2",27,"1",0,2,0,0,4,-1,1,"1",1,"2",2,"2","2",0
"2",38,"1",0,6,1,0,10,-1,1,"2",0,"3",2,"2","3",0
"2",45,"4",0,6,0,0,3,0,0,"1",0,"3",4,"2","3",0
"2",32,"3",0,2,0,0,0,-1,1,"1",0,"3",1,"2","2",0
"1",54,"1",0,1,0,0,6,-1,1,"1",0,"3",1,"2","2",0
"2",44,"4",0,1,0,0,2,367,79,"1",1,"1",2,"2","2",1
"2",33,"1",0,8,0,0,2,0,1,"1",1,"1",9,"1","1",0
"2",36,"3",0,5,0,0,1,-1,1,"1",0,"3",1,"2","3",0
"2",50,"3",0,1,0,0,0,-1,1,"2",0,"3",1,"2","2",0
"2",22,"3",0,6,0,0,3,-5,7,"1",0,"3",5,"3","3",0
"2",28,"3",0,5,0,0,1,-4,4,"1",0,"3",3,"2","3",0
"2",21,"1",0,5,0,0,1,-1,1,"1",1,"2",8,"1","3",1
"2",35,"3",0,3,0,0,2,-1,1,"1",0,"3",2,"2","2",0
"1",22,"1",0,7,0,0,0,-2,2,"1",0,"3",5,"3","3",0
"2",26,"1",0,9,0,0,0,-1,1,"1",0,"3",10,"1","1",0
"2",25,"1",0,8,0,1,8,91,100,"1",0,"3",4,"2","1",0
"2",35,"1",0,7,0,0,0,-1,1,"1",1,"2",3,"2","3",0
"2",20,"1",0,3,0,0,0,0,1,"2",0,"3",6,"3","2",0
"1",40,"4",0,2,0,0,2,-7,7,"2",0,"3",1,"2","2",0
"2",22,"1",0,2,0,0,1,-1,1,"1",0,"3",4,"2","2",0
"2",27,"3",0,3,0,0,1,-1,1,"1",0,"3",2,"2","2",0
"2",32,"4",0,7,0,0,7,-1,1,"1",0,"3",3,"2","3",0
"2",36,"4",0,1,0,0,0,0,1,"2",0,"3",1,"2","2",0
"2",23,"1",0,5,0,0,3,0,1,"2",0,"3",6,"3","3",0
"1",30,"1",0,9,0,0,9,-1,1,"1",1,"2",5,"3","1",1
"2",30,"1",0,9,0,0,8,0,0,"1",1,"2",9,"1","1",0
"2",42,"1",0,1,0,0,1,-1,1,"1",0,"3",1,"2","2",0
"2",43,"3",0,8,0,0,2,0,1,"2",0,"3",5,"3","1",0
"2",45,"1",0,3,0,0,10,-1,1,"1",1,"2",1,"2","2",0
"2",33,"6",0,3,0,0,2,-1,1,"1",0,"3",2,"2","2",0
"2",28,"1",0,3,0,0,1,-1,1,"1",0,"3",2,"2","2",0
"1",49,"3",0,2,0,0,2,-1,1,"2",1,"2",1,"2","2",0
"2",34,"3",0,1,0,0,0,0,0,"2",1,"2",1,"2","2",0
"1",47,"1",0,2,0,0,0,-2,2,"2",0,"3",1,"2","2",0
"1",29,"3",0,5,0,0,0,-3,3,"1",0,"3",3,"2","3",0
"1",38,"3",0,4,0,0,3,-1,1,"1",0,"3",2,"2","2",0
"2",19,"1",0,4,0,0,1,-1,1,"1",1,"2",7,"3","2",1
"2",30,"3",0,9,0,0,1,-1,0,"1",0,"3",5,"3","1",0
"2",61,"1",0,2,0,0,14,-1,1,"2",1,"1",2,"2","2",0
"2",26,"1",0,1,0,0,1,-1,1,"1",1,"1",2,"2","2",1
"2",35,"3",0,1,0,0,2,-1,1,"1",0,"3",2,"2","2",0
"2",42,"3",0,4,0,0,5,-1,0,"1",0,"3",2,"2","2",0
"1",48,"6",0,1,0,0,0,-1,1,"1",0,"3",1,"2","2",0
"2",25,"4",0,8,0,0,9,-1,1,"2",0,"3",8,"1","1",0
"2",59,"3",0,1,0,0,2,0,0,"1",0,"3",1,"2","2",0
"2",27,"3",0,2,0,0,3,-1,1,"2",0,"3",2,"2","2",0
"2",24,"3",0,3,0,0,0,-1,1,"1",0,"3",4,"2","2",0
"2",37,"3",0,1,0,0,4,-3,4,"2",0,"3",2,"2","2",0
"2",26,"1",0,9,0,0,1,-1,1,"1",1,"1",7,"3","1",0
"1",29,"1",0,9,1,0,11,-1,1,"1",1,"2",5,"3","1",0
"1",21,"1",0,9,1,0,2,-1,1,"1",0,"3",6,"3","1",0
"2",26,"1",0,2,0,0,1,-1,1,"1",0,"3",3,"2","2",0
"2",34,"1",0,3,0,0,0,-1,1,"1",1,"1",1,"2","2",1
"1",21,"3",0,4,0,0,0,-1,1,"1",0,"3",4,"2","2",0
"2",27,"1",0,2,0,0,3,-44,46,"2",1,"1",3,"2","2",0
"1",21,"1",0,10,0,0,0,-1,1,"1",1,"1",9,"1","1",0
"2",39,"1",0,8,0,0,1,-1,1,"1",0,"3",4,"2","1",0
"2",29,"3",0,2,0,0,0,-1,1,"1",1,"2",3,"2","2",1
"1",32,"3",0,2,0,0,1,-41,41,"2",1,"2",1,"2","2",0
"2",25,"1",0,9,2,0,5,-1,1,"1",0,"3",9,"1","1",0
"1",28,"4",0,6,0,0,4,0,0,"2",0,"3",3,"2","3",0
"2",26,"3",0,5,0,0,0,-1,1,"1",1,"2",3,"2","3",0
"2",22,"4",0,3,0,0,0,-1,1,"2",0,"3",4,"2","2",0
"2",33,"1",0,3,0,0,4,-1,1,"1",1,"1",4,"2","2",0
"2",23,"1",0,9,0,0,4,-33,33,"1",0,"3",8,"1","1",0
"2",33,"3",0,1,0,0,1,-1,1,"2",0,"3",1,"2","2",0
"1",25,"1",0,3,0,0,1,-1,1,"2",1,"2",3,"2","2",0
"2",38,"1",0,7,5,0,37,-1,1,"2",1,"1",2,"2","3",1
"2",30,"3",0,2,0,0,1,-40,40,"1",0,"3",2,"2","2",0
"2",24,"1",0,7,1,0,1,-1,1,"1",0,"3",7,"3","3",0
"2",33,"1",0,1,0,0,1,-1,1,"2",1,"2",1,"2","2",0
"2",27,"3",0,9,0,0,1,-51,51,"1",0,"3",7,"3","1",0
"1",48,"6",0,1,0,0,0,-1,1,"1",0,"3",1,"2","2",0
"1",34,"1",0,9,0,0,1,148,2374,"2",0,"3",7,"3","1",0
"1",34,"4",0,2,0,0,0,-1,1,"2",0,"3",1,"2","2",0
"2",29,"1",0,5,0,0,1,0,0,"1",0,"3",3,"2","3",0
"2",47,"4",0,1,0,0,0,-1,1,"2",1,"2",1,"2","2",0
"2",20,"1",0,10,0,0,1,-1,1,"1",0,"3",10,"1","1",0
"2",26,"1",0,8,0,2,1,-1,1,"1",0,"3",7,"3","1",0
"2",41,"1",0,2,0,0,1,-1,1,"2",0,"3",2,"2","2",0
"2",31,"3",0,4,0,0,6,-1,1,"1",0,"3",3,"2","2",0
"1",30,"1",0,8,0,0,15,0,1,"2",1,"2",4,"2","1",0
"1",26,"4",0,3,0,0,0,0,1,"2",0,"3",3,"2","2",0
"2",35,"3",0,3,0,0,1,-1,1,"1",0,"3",2,"2","2",0
"1",24,"3",0,3,0,0,0,0,0,"2",0,"3",3,"2","2",0
"2",42,"3",0,8,0,0,5,-1,1,"1",0,"3",3,"2","1",0
"2",58,"3",0,2,0,0,5,-1,1,"2",0,"3",1,"2","2",0
"1",35,"1",0,6,0,0,3,0,0,"2",1,"1",3,"2","3",1
"1",22,"6",0,5,0,0,1,-1,1,"1",0,"3",5,"3","3",0
"2",25,"3",0,5,0,0,2,-1,1,"1",0,"3",3,"2","3",0
"1",45,"3",0,5,0,0,2,-6,7,"1",0,"3",1,"2","3",0
"2",21,"3",0,3,0,0,0,-1,1,"1",1,"2",5,"3","2",1
"2",23,"1",0,6,0,0,1,-1,1,"1",1,"1",8,"1","3",1
"1",37,"1",1,3,0,0,7,-1,1,"1",0,"3",1,"2","2",0
"2",43,"4",0,7,0,0,3,-1,1,"1",0,"3",3,"2","3",0
"2",44,"3",0,9,0,0,13,0,1,"1",1,"2",8,"1","1",0
"2",53,"3",0,1,0,0,1,-1,1,"2",0,"3",1,"2","2",0
"1",43,"3",0,3,0,0,1,-3,3,"1",0,"3",1,"2","2",0
"1",39,"3",0,4,0,0,1,-1,2,"1",0,"3",1,"2","2",0
"2",47,"4",0,1,0,0,3,0,0,"2",0,"3",1,"2","2",0
"2",58,"3",0,2,0,0,3,-4,395,"2",0,"3",1,"2","2",0
"1",27,"1",0,6,0,0,1,126,380,"1",0,"3",3,"2","3",0
"2",57,"3",0,1,0,0,2,-11,11,"1",0,"3",1,"2","2",0
"1",27,"1",0,10,0,0,3,-1,1606,"2",0,"3",7,"3","1",0
"2",31,"1",0,3,0,0,1,-1,1,"2",0,"3",3,"2","2",0
"2",25,"3",0,3,0,0,1,0,0,"2",1,"2",3,"2","2",0
"2",24,"3",0,4,0,0,0,-1,1,"1",0,"3",5,"3","2",0
"2",22,"1",0,6,0,0,0,-1,1,"1",0,"3",6,"3","3",0
"1",39,"4",0,2,0,0,0,-1,1,"1",0,"3",3,"2","2",0
"1",33,"6",0,2,0,0,0,-1,1,"1",0,"3",2,"2","2",0
"2",46,"1",0,6,0,0,1,-1,1,"2",1,"2",4,"2","3",0
"2",27,"3",0,3,0,0,0,-5,5,"2",1,"2",2,"2","2",0
"2",57,"3",0,1,0,0,0,0,1,"2",1,"2",1,"2","2",0
"1",39,"1",0,10,2,0,22,-1,1,"1",1,"2",3,"2","1",1
"2",26,"1",0,1,0,0,0,-1,1,"1",0,"3",2,"2","2",0
"2",36,"1",0,6,0,0,4,-4,4,"1",1,"2",2,"2","3",0
"1",43,"3",0,2,0,0,3,9,10,"2",1,"2",1,"2","2",1
"1",36,"4",0,3,0,0,1,0,0,"2",0,"3",1,"2","2",0
"2",25,"1",0,9,0,0,5,-1,1,"1",1,"2",7,"3","1",0
"1",24,"1",0,6,0,0,2,0,0,"2",0,"3",5,"3","3",0
"2",41,"1",0,6,0,0,19,-71,71,"1",1,"1",3,"2","3",0
"2",30,"3",0,2,0,0,1,-26,26,"1",0,"3",2,"2","2",0
"2",27,"1",0,2,0,0,1,-1,1,"1",1,"2",3,"2","2",0
"1",33,"4",0,2,0,0,0,-1,1,"1",0,"3",1,"2","2",0
"1",66,"3",0,4,0,0,7,-1,1614,"1",0,"3",1,"2","2",0
"2",35,"1",0,10,0,0,1,-4,4,"2",1,"2",5,"3","1",0
"2",24,"1",0,5,0,0,1,-1,1,"1",1,"2",7,"3","3",0
"2",32,"1",0,6,0,0,4,-1,1,"1",1,"2",3,"2","3",1
"2",33,"6",0,1,0,0,3,-94,94,"1",0,"3",1,"2","2",0
"2",25,"1",0,5,0,0,0,0,1,"2",1,"2",5,"3","3",0
"2",23,"1",0,7,0,0,3,0,0,"1",1,"2",5,"3","3",0
"2",26,"4",0,1,0,1,2,0,1,"2",0,"3",2,"2","2",0
"1",25,"3",0,10,0,0,2,0,1,"1",0,"3",8,"1","1",0
"2",69,"3",0,1,0,0,0,-7,7,"2",1,"2",1,"2","2",0
"2",27,"1",0,4,1,0,1,-1,1,"1",0,"3",3,"2","2",0
"2",23,"1",0,3,0,0,0,-1,1,"2",0,"3",4,"2","2",0
"2",42,"1",0,7,0,0,14,-1,1,"1",1,"1",6,"3","3",0
"1",47,"3",0,1,0,0,0,-1,1,"2",0,"3",1,"2","2",0
"2",25,"1",0,9,0,1,5,-1,1,"1",1,"2",9,"1","1",0
"2",29,"1",0,4,0,0,4,-1,1,"1",0,"3",5,"3","2",0
"2",41,"1",0,7,0,0,0,-1,1,"1",0,"3",1,"2","3",0
"2",25,"3",0,1,0,0,0,0,0,"2",0,"3",3,"2","2",0
"2",65,"1",0,2,0,0,23,-330,329,"1",0,"3",1,"2","2",0
"2",49,"3",0,1,0,0,0,0,1,"1",0,"3",1,"2","2",0
"2",46,"3",0,1,0,0,0,-1,1,"2",0,"3",1,"2","2",0
"2",20,"3",0,10,1,1,1,-1,1,"1",1,"2",10,"1","1",0
"2",33,"6",0,1,0,0,0,-1,1,"2",0,"3",2,"2","2",0
"2",26,"4",0,1,0,0,0,-1,1,"2",0,"3",2,"2","2",0
"2",71,"3",0,1,0,0,0,0,1,"1",0,"3",1,"2","2",0
"1",24,"1",0,5,0,0,3,0,0,"1",0,"3",4,"2","3",0
"2",29,"3",0,9,0,0,2,726,320,"3",1,"2",8,"1","1",0
"1",33,"1",0,2,0,0,1,-2,2,"1",0,"3",2,"2","2",0
"1",23,"1",0,5,0,0,1,-2,2,"1",1,"2",5,"3","3",0
"1",30,"3",0,6,0,0,4,-1,1,"1",0,"3",5,"3","3",0
"2",23,"3",0,8,0,0,0,-1,1,"1",0,"3",6,"3","1",0
"2",27,"1",0,5,0,0,8,-1,1,"1",1,"1",6,"3","3",1
"2",21,"1",0,4,0,0,0,0,0,"2",0,"3",6,"3","2",0
"2",42,"3",0,2,0,0,1,-3,4,"2",0,"3",1,"2","2",0
"2",34,"1",0,9,0,0,0,0,1,"1",0,"3",7,"3","1",0
"2",20,"3",0,7,0,0,0,-1,2,"1",1,"2",6,"3","3",0
"2",42,"1",0,5,0,0,0,-1,1,"1",0,"3",5,"3","3",0
"2",26,"1",0,2,0,0,0,-1,1,"2",0,"3",2,"2","2",0
"2",28,"1",0,3,0,0,1,-1,1,"2",1,"1",3,"2","2",1
"2",52,"3",0,2,0,0,1,-1,1,"1",0,"3",2,"2","2",0
"2",24,"4",1,7,0,4,2,-1,1,"1",0,"3",8,"1","3",0
"2",47,"1",0,3,0,0,3,0,0,"1",0,"3",2,"2","2",0
"2",24,"3",0,4,0,0,0,-1,1,"1",0,"3",5,"3","2",0
"2",45,"3",0,5,0,0,0,-1,2,"2",0,"3",1,"2","3",0
"1",36,"1",0,1,0,0,1,-24,24,"1",0,"3",1,"2","2",0
"2",22,"3",0,2,0,1,1,-1,1,"1",0,"3",4,"2","2",0
"2",66,"6",0,1,0,0,0,-1,1,"2",0,"3",1,"2","2",0
"2",30,"1",0,8,0,0,7,0,0,"1",1,"2",4,"2","1",0
"1",42,"1",0,10,0,0,0,-1,1,"1",0,"3",5,"3","1",0
"2",23,"6",0,2,0,0,0,-1,1,"2",1,"2",3,"2","2",0
"2",31,"6",0,1,0,0,1,0,0,"2",0,"3",1,"2","2",0
"1",26,"3",0,9,0,0,2,-23,23,"2",0,"3",3,"2","1",0
"2",20,"4",0,10,0,0,2,9,33,"1",1,"2",10,"1","1",0
"1",23,"5",0,4,1,1,2,-7,7,"1",1,"1",5,"3","2",1
"2",41,"1",2,7,0,0,16,379,1,"1",1,"2",5,"3","3",0
"2",30,"4",0,9,0,0,8,-1,1,"1",0,"3",9,"1","1",0
"2",27,"1",0,9,0,0,5,-182,1,"1",0,"3",6,"3","1",0
"2",28,"3",0,2,0,0,0,-1,1,"1",0,"3",2,"2","2",0
"2",21,"1",0,3,0,0,1,-1,1,"1",0,"3",6,"3","2",0
"2",26,"3",0,9,0,0,1,-1,1,"1",0,"3",6,"3","1",0
"2",60,"4",0,1,0,0,4,-15,16,"1",0,"3",1,"2","2",0
"2",28,"3",0,10,0,0,7,331,626,"2",0,"3",10,"1","1",0
"1",25,"3",0,4,0,0,0,-1,1,"2",0,"3",3,"2","2",0
"1",53,"3",0,1,0,0,0,-1,1,"2",0,"3",1,"2","2",0
"2",35,"1",0,6,0,0,29,-101,101,"1",0,"3",8,"1","3",0
"2",27,"1",0,2,0,0,1,-1,1,"2",0,"3",4,"2","2",0
"2",53,"3",0,1,0,0,0,-1,1,"1",0,"3",1,"2","2",0
"1",44,"3",0,1,0,0,1,-3,4,"1",1,"2",1,"2","2",0
"1",43,"3",0,1,0,0,0,-2,2,"2",0,"3",1,"2","2",0
"2",24,"1",0,3,0,0,0,-1,1,"1",0,"3",4,"2","2",0
"2",51,"1",0,1,0,0,8,-1,1,"2",1,"2",1,"2","2",0
"2",26,"1",0,7,0,0,3,-1,1,"1",1,"2",9,"1","3",1
"2",28,"1",1,8,0,1,11,0,1,"1",1,"2",6,"3","1",0
