,chek_acc,month_duration,credit_history,purpose,Credit_amo,saving_amo,present_employmment,instalrate,p_status,guatan,present_resident,property,age,installment,Housing,existing_cards,job,no_people,telephn,foreign_worker,target
229,1,3,3,4,3,1,2,3,3,1,1,4,1,1,3,1,3,1,1,1,2
859,4,1,3,1,3,2,3,1,3,3,1,1,2,3,1,1,3,2,1,2,2
827,4,2,1,10,4,1,3,1,3,1,1,3,2,2,2,2,3,2,1,1,1
694,4,3,3,5,2,1,4,3,3,1,1,3,2,3,2,1,3,1,2,1,2
855,4,3,3,1,2,2,2,3,4,1,2,1,2,3,2,1,3,1,2,1,2
41,2,1,3,5,1,3,3,2,1,1,1,3,2,3,2,1,3,1,2,1,2
868,4,4,3,10,4,5,5,2,3,1,1,2,2,3,2,2,3,1,1,1,2
748,4,3,3,2,4,5,3,1,3,1,2,3,2,3,2,1,3,1,1,1,2
921,4,4,4,5,4,3,4,3,3,1,1,3,2,3,2,1,4,1,2,1,2
862,1,3,3,5,3,1,2,3,2,1,3,1,2,3,2,1,3,1,2,1,1
587,1,1,3,4,1,1,3,3,3,3,1,2,1,3,2,1,2,1,1,1,2
543,3,2,3,4,3,1,3,1,3,1,1,1,2,3,2,1,2,2,1,1,1
446,1,4,3,1,2,1,2,3,2,1,3,3,2,3,2,1,3,1,2,1,1
447,2,1,3,5,3,1,3,1,3,3,1,1,2,3,2,1,3,1,1,1,2
349,2,1,5,8,1,4,5,3,3,1,2,4,2,3,3,2,3,2,1,1,1
45,4,1,5,1,2,1,2,3,2,1,3,3,2,3,2,2,4,1,1,1,2
961,2,3,4,1,3,1,3,1,1,1,3,2,2,3,2,2,3,1,1,1,2
108,1,3,3,4,4,5,2,1,2,1,1,2,2,3,2,1,3,1,2,2,2
617,1,1,5,1,3,1,3,1,3,1,2,1,2,3,1,3,3,2,1,1,2
661,1,1,3,1,1,5,3,3,4,1,1,3,1,3,2,1,3,1,1,1,1
29,1,4,4,10,4,1,5,2,3,1,3,4,2,3,2,2,3,1,2,1,1
181,2,4,4,10,4,1,3,1,1,1,1,1,2,2,2,2,4,1,2,1,1
621,4,2,5,1,2,1,3,2,3,1,1,2,2,1,2,2,3,1,1,1,1
419,2,2,3,1,1,5,3,3,2,1,1,2,2,3,2,1,3,1,1,1,1
634,2,3,3,1,1,1,2,2,2,1,3,3,1,3,2,1,2,1,2,1,1
965,2,4,3,5,2,5,3,3,2,1,1,3,2,3,2,1,3,1,1,1,2
104,4,1,3,2,3,5,2,1,4,1,3,3,2,3,1,1,3,1,2,1,2
60,2,1,3,10,2,1,3,1,4,1,1,1,2,1,2,1,3,1,2,1,2
658,2,4,1,10,4,1,3,1,2,1,1,3,2,3,2,2,3,1,1,1,2
83,1,3,3,3,2,1,5,3,2,3,3,1,2,3,2,1,2,1,2,1,2
490,4,1,5,5,2,1,5,1,3,1,1,4,2,3,2,2,3,1,1,1,2
315,1,4,2,4,3,1,5,3,3,1,3,3,2,1,2,1,3,1,1,1,1
450,4,4,5,2,4,5,3,3,3,1,1,3,2,3,2,1,4,1,2,1,2
381,2,2,3,2,4,1,1,2,2,1,3,4,2,3,3,1,4,1,2,1,1
422,2,1,5,1,1,1,4,1,3,1,2,1,2,3,2,2,2,2,1,1,2
496,2,4,3,4,4,2,2,3,3,2,1,4,2,3,1,1,4,1,2,1,1
938,2,4,3,8,4,1,3,3,3,1,3,4,2,3,3,1,3,1,1,1,1
739,2,4,1,10,4,2,3,3,2,1,3,3,2,3,1,2,2,1,1,1,1
523,4,3,3,2,3,2,4,2,2,1,3,3,1,3,2,1,3,1,1,1,2
445,4,1,5,8,1,5,5,3,2,1,3,2,2,3,1,2,2,1,1,1,2
663,2,1,4,4,1,1,1,3,3,1,1,2,2,2,2,2,4,1,2,1,2
0,1,1,5,5,1,5,5,3,3,1,3,1,2,3,2,2,3,1,2,1,2
779,2,2,3,7,3,1,1,1,2,1,3,3,2,3,2,1,3,1,2,1,2
971,4,3,3,1,4,1,3,1,3,1,3,2,2,3,2,1,2,2,1,1,2
626,3,1,3,4,2,1,3,1,3,1,1,1,2,3,2,1,3,1,2,1,2
457,1,1,3,2,3,1,5,2,3,1,3,4,2,3,3,1,3,1,2,1,1
488,4,1,3,1,2,2,3,2,3,1,1,1,2,3,1,1,2,1,1,2,2
88,1,2,3,1,2,2,4,3,3,1,2,3,2,3,2,1,4,2,2,1,2
483,4,2,4,4,1,4,4,2,2,1,1,2,2,3,2,2,3,1,1,1,2
460,1,4,3,4,3,1,3,1,3,3,1,2,2,3,2,1,3,2,1,1,2
77,2,1,4,5,4,1,4,1,3,1,3,2,2,3,2,1,3,1,1,1,2
268,1,2,3,1,4,1,5,1,1,1,3,2,2,3,2,1,4,1,2,2,1
929,1,1,4,1,1,1,3,3,3,1,1,1,2,3,2,2,2,2,1,1,2
123,3,1,5,1,1,1,5,3,3,1,3,4,2,3,3,2,3,1,2,1,2
297,4,1,3,1,1,5,5,3,3,2,1,2,2,3,2,1,2,1,1,2,2
881,4,3,3,2,4,5,3,1,1,1,3,4,2,3,3,1,3,1,2,1,2
95,2,4,1,10,4,1,2,2,3,1,3,4,2,3,1,1,3,1,2,1,1
733,4,3,3,2,3,4,3,1,2,1,3,3,2,3,1,1,3,1,2,1,2
11,1,4,3,10,4,1,2,2,2,1,3,2,1,3,1,1,3,1,1,1,1
114,1,1,3,5,2,3,5,2,4,1,1,1,2,3,2,1,3,1,1,1,2
843,4,3,2,10,2,1,4,3,3,1,3,3,2,1,2,1,3,1,2,1,2
428,4,1,3,4,1,1,5,1,3,1,3,3,1,3,2,1,3,1,1,1,2
257,1,1,2,5,2,1,3,3,1,1,1,4,2,3,3,1,3,1,1,1,1
731,1,3,3,5,2,1,3,1,3,1,3,1,1,3,1,1,2,2,1,1,1
764,4,3,5,1,3,2,4,3,4,1,2,2,2,3,2,2,3,1,2,1,2
352,4,2,5,2,3,5,1,1,3,1,3,4,2,3,2,1,4,1,2,1,2
975,3,3,3,5,1,3,3,2,2,1,2,3,2,3,2,1,2,1,1,1,2
773,4,3,5,5,2,2,5,3,3,1,3,2,2,1,2,2,3,1,1,1,2
690,1,2,5,4,1,1,3,1,1,1,2,2,1,3,2,2,3,1,1,1,2
922,1,1,3,5,2,1,2,2,2,1,3,2,1,3,1,1,3,1,1,1,1
790,2,3,3,10,1,1,5,1,2,1,3,2,2,3,2,1,3,2,1,1,1
531,2,2,3,1,3,2,3,1,2,1,3,3,2,3,1,2,3,1,2,1,1
867,4,1,5,4,3,1,5,1,3,1,3,2,2,2,2,1,3,1,1,1,2
169,2,3,5,10,2,1,5,3,1,1,3,1,2,3,2,2,3,1,2,1,1
239,1,4,3,5,3,1,5,1,3,3,2,2,2,3,2,1,3,2,1,1,2
277,1,1,3,4,1,5,5,1,1,1,3,2,2,3,2,1,2,1,2,1,2
160,4,3,5,5,3,2,5,2,3,1,3,1,2,3,2,1,3,2,2,1,2
73,2,4,5,10,4,1,4,1,2,1,1,1,2,1,2,2,2,1,1,1,2
529,1,1,3,1,1,1,2,2,3,1,3,1,2,3,2,1,2,2,2,1,2
62,2,4,1,10,2,1,5,3,3,1,3,4,2,3,3,1,4,1,2,1,1
761,1,2,5,4,2,1,3,3,2,1,3,1,1,3,1,2,3,1,1,1,1
492,4,1,5,5,1,2,3,1,2,1,1,2,2,3,2,2,3,1,1,1,2
740,1,3,2,1,3,2,4,1,3,1,2,3,2,1,2,1,3,1,1,1,2
750,1,1,3,4,1,1,5,1,2,1,1,2,2,1,2,1,3,1,2,1,2
741,2,1,2,5,1,1,3,3,3,1,3,1,1,2,2,1,2,1,1,1,2
830,4,3,4,10,3,3,3,3,3,1,1,3,2,3,2,2,3,2,2,1,2
795,4,1,3,4,2,2,2,1,2,1,3,2,1,3,1,1,3,1,1,1,2
47,1,1,3,2,1,3,1,1,2,1,1,2,1,3,1,1,1,1,2,1,2
762,1,1,3,5,2,1,3,3,3,1,2,2,1,3,2,1,2,1,1,1,2
591,2,3,4,1,2,5,3,3,2,1,3,3,2,3,1,2,3,1,2,1,2
807,4,1,5,5,1,5,5,3,3,1,3,1,2,3,2,4,3,1,1,1,2
981,4,4,3,10,4,1,1,2,3,1,1,3,2,1,1,1,4,1,2,1,1
505,4,1,3,1,1,5,3,3,3,3,3,2,2,3,2,1,2,1,1,1,1
20,4,1,5,1,2,1,3,3,3,1,3,3,2,3,2,3,3,1,2,1,2
968,4,4,3,5,4,5,4,1,4,1,3,2,2,3,1,1,3,1,2,1,2
424,2,1,3,4,3,5,5,1,2,1,1,2,1,1,2,1,3,1,2,1,1
652,1,3,3,1,2,1,5,3,3,2,1,1,2,3,2,1,3,1,1,1,1
192,2,4,3,10,3,1,3,3,3,1,1,3,2,3,2,1,3,2,2,1,1
642,4,2,3,8,4,2,3,2,3,1,1,2,2,3,2,1,4,1,2,1,1
215,2,1,5,9,1,5,4,1,2,1,2,2,2,3,2,2,2,1,1,1,2
244,4,1,2,9,3,3,3,3,2,1,2,1,2,3,2,1,2,2,1,1,2
363,4,1,3,4,2,1,3,1,4,1,1,2,1,3,1,1,3,1,1,1,2
59,1,4,5,4,4,1,2,3,2,2,3,4,1,3,1,2,2,1,2,1,1
221,1,1,3,8,1,5,3,3,2,1,3,2,1,1,1,1,3,1,2,1,2
176,1,1,3,4,3,1,3,1,1,1,1,3,2,3,2,1,3,1,1,1,2
449,2,2,4,7,2,4,3,2,4,1,2,2,2,2,2,2,3,1,1,1,1
55,4,1,2,1,1,5,3,1,3,3,1,1,2,2,2,1,2,2,1,1,2
803,4,1,5,5,1,5,5,3,3,1,3,3,2,3,2,2,3,1,1,1,2
254,2,1,3,4,2,5,4,1,3,1,1,3,1,3,2,1,3,1,2,1,2
919,1,3,3,4,3,1,5,3,3,1,1,2,2,3,1,1,4,1,2,1,1
385,4,2,5,5,2,1,3,1,2,1,1,3,1,3,2,2,3,1,1,1,2
948,4,2,3,4,2,1,2,3,4,2,1,2,2,3,2,1,2,2,1,1,1
197,2,1,3,4,1,2,2,3,2,1,3,3,2,1,1,4,3,1,1,1,1
68,4,4,3,8,2,1,3,3,3,1,3,4,2,2,3,1,3,1,2,1,1
722,1,1,3,1,1,1,3,3,2,1,1,1,1,3,2,1,2,1,1,1,1
744,1,4,5,4,4,5,4,3,3,1,3,2,2,3,2,2,4,1,2,1,2
713,1,1,5,5,1,1,3,3,3,1,3,1,1,3,2,2,2,1,1,1,2
168,4,3,3,4,3,1,4,1,2,1,3,2,1,3,1,1,3,1,2,1,2
185,4,2,5,5,1,1,3,3,3,1,1,2,2,3,2,2,3,1,1,1,2
35,2,4,5,5,4,1,2,3,3,1,1,2,1,3,2,2,2,1,1,1,1
641,2,2,3,7,1,1,5,3,3,1,3,3,2,3,2,2,2,1,1,1,2
