,chek_acc,month_duration,credit_history,purpose,Credit_amo,saving_amo,present_employmment,instalrate,p_status,guatan,present_resident,property,age,installment,Housing,existing_cards,job,no_people,telephn,foreign_worker,target
102,4,1,4,5,1,1,3,2,2,1,1,1,1,3,2,1,3,1,1,1,2
314,3,1,3,1,2,5,2,1,3,1,1,1,2,3,2,1,2,2,1,2,2
801,2,2,5,5,2,1,5,2,2,3,3,1,2,1,1,2,2,1,2,1,2
76,1,4,3,5,3,1,2,3,3,1,2,3,2,3,2,1,3,1,1,1,1
631,1,2,2,4,2,1,3,3,3,1,2,3,2,1,2,1,3,1,1,1,1
749,4,2,3,2,3,1,4,1,3,1,1,3,2,3,2,1,3,1,1,1,2
626,3,1,3,4,2,1,3,1,3,1,1,1,2,3,2,1,3,1,2,1,2
95,2,4,1,10,4,1,2,2,3,1,3,4,2,3,1,1,3,1,2,1,1
852,4,2,5,5,2,1,3,3,3,1,3,4,2,3,3,2,3,1,2,1,2
170,1,2,1,1,1,1,5,3,3,1,2,3,2,3,1,2,3,2,1,1,1
986,3,4,1,10,4,1,2,1,1,1,1,2,2,3,2,2,3,1,1,1,2
94,2,1,3,1,1,4,5,3,3,1,3,1,2,3,2,1,3,1,2,1,2
214,4,4,5,5,3,5,5,3,3,1,1,3,2,3,2,1,3,1,2,1,2
38,3,1,3,6,1,1,3,1,3,1,1,3,2,3,2,1,3,1,2,1,2
839,4,3,5,5,3,1,5,3,4,2,2,1,2,3,2,2,3,1,1,1,2
773,4,3,5,5,2,2,5,3,3,1,3,2,2,1,2,2,3,1,1,1,2
36,4,4,5,8,4,1,3,1,3,1,2,4,2,1,3,1,3,1,2,1,2
811,2,1,3,5,1,1,4,2,4,3,2,1,2,1,2,1,2,1,1,1,2
180,4,4,4,10,4,1,2,1,1,1,1,3,2,3,2,2,3,1,1,1,1
176,1,1,3,4,3,1,3,1,1,1,1,3,2,3,2,1,3,1,1,1,2
873,4,2,3,6,1,5,2,3,2,1,1,1,1,3,2,1,3,1,1,1,2
907,2,4,3,8,3,5,3,1,4,1,1,3,2,3,2,1,3,1,1,1,2
495,1,3,3,4,3,5,3,1,4,1,3,3,1,3,2,1,3,1,1,1,1
502,3,1,3,5,1,2,5,1,1,1,3,1,2,3,2,1,3,1,1,1,2
215,2,1,5,9,1,5,4,1,2,1,2,2,2,3,2,2,2,1,1,1,2
394,4,1,5,4,3,1,1,1,3,1,2,3,2,3,2,1,4,1,1,1,2
719,2,3,1,2,4,2,5,2,4,1,3,3,2,1,2,2,3,1,2,1,2
212,1,4,1,10,4,1,1,1,3,1,3,2,2,2,2,2,3,1,2,1,1
643,4,3,5,5,2,1,4,3,4,3,1,3,2,3,2,2,3,1,2,1,2
582,4,1,3,4,2,1,3,3,2,1,1,1,2,3,1,1,3,1,1,1,2
131,1,4,4,8,4,1,3,3,3,1,2,2,2,2,2,1,3,1,2,1,1
362,3,1,4,1,2,1,3,1,2,1,1,3,2,2,2,2,3,1,2,1,2
460,1,4,3,4,3,1,3,1,3,3,1,2,2,3,2,1,3,2,1,1,2
185,4,2,5,5,1,1,3,3,3,1,1,2,2,3,2,2,3,1,1,1,2
13,1,3,5,1,1,1,5,3,3,1,3,3,2,3,2,2,2,1,1,1,1
0,1,1,5,5,1,5,5,3,3,1,3,1,2,3,2,2,3,1,2,1,2
846,4,2,3,1,4,5,3,1,3,1,3,3,2,3,1,2,3,1,1,1,1
693,1,1,5,1,4,5,2,1,3,1,2,1,2,3,2,2,2,2,1,1,2
475,1,2,1,4,3,1,2,1,2,1,3,2,2,3,1,1,3,1,1,1,1
347,2,3,3,5,3,3,1,1,2,1,3,4,1,3,1,1,1,1,1,1,2
488,4,1,3,1,2,2,3,2,3,1,1,1,2,3,1,1,2,1,1,2,2
68,4,4,3,8,2,1,3,3,3,1,3,4,2,2,3,1,3,1,2,1,1
988,1,3,3,2,4,1,1,3,3,1,1,4,2,3,3,1,4,1,2,1,2
17,1,4,1,10,4,5,2,1,3,1,2,3,1,1,2,3,3,1,1,1,2
30,2,2,3,10,2,4,2,2,4,1,2,1,2,1,2,1,3,1,2,1,2
618,2,4,3,4,3,2,3,1,2,2,3,3,1,3,1,1,3,1,1,1,1
525,2,4,3,2,4,1,2,1,3,1,2,3,2,3,2,2,3,1,1,1,2
584,4,1,3,1,2,5,5,3,2,1,3,4,2,3,3,1,4,1,2,1,2
273,2,4,3,5,3,1,4,3,3,1,3,1,2,3,2,2,3,1,1,1,1
714,2,4,3,1,4,1,4,3,3,1,1,4,2,3,2,1,4,1,2,1,1
437,4,3,5,1,1,4,5,3,2,1,3,1,2,3,2,2,3,1,2,1,2
192,2,4,3,10,3,1,3,3,3,1,1,3,2,3,2,1,3,2,2,1,1
274,1,4,3,7,4,1,2,1,1,1,1,4,2,3,2,1,2,1,2,1,1
172,2,3,4,4,2,1,1,2,2,1,1,2,2,3,2,1,4,1,2,1,1
806,2,1,3,5,1,1,2,2,4,1,2,1,2,3,2,1,2,1,1,2,2
877,4,4,3,5,3,1,5,3,3,1,1,3,2,3,2,1,3,1,1,1,2
679,4,2,3,5,2,1,2,2,2,1,1,1,2,3,2,1,3,1,1,1,2
303,1,1,5,1,1,1,4,3,3,2,2,2,2,3,2,2,3,1,2,1,2
926,1,2,5,4,1,1,2,3,2,1,3,2,1,3,1,1,3,1,1,1,2
369,2,2,3,4,3,1,4,1,2,1,3,1,2,3,1,1,3,1,1,1,2
238,4,1,5,5,1,1,3,3,2,1,1,2,2,3,2,2,3,1,1,1,2
824,4,2,5,4,3,1,2,2,1,1,1,3,2,3,2,2,4,1,2,1,2
283,4,2,5,4,2,5,5,3,3,1,3,2,2,3,2,1,3,1,1,1,2
181,2,4,4,10,4,1,3,1,1,1,1,1,2,2,2,2,4,1,2,1,1
63,2,4,1,10,4,1,3,1,3,1,1,3,1,3,2,1,3,1,2,1,1
403,4,2,4,1,1,1,3,3,3,1,1,3,2,3,2,2,2,1,1,1,2
478,2,1,3,10,1,2,4,2,3,1,3,1,2,3,2,1,2,1,1,1,2
617,1,1,5,1,3,1,3,1,3,1,2,1,2,3,1,3,3,2,1,1,2
889,4,4,2,2,4,5,2,2,3,3,3,1,2,1,1,2,3,2,2,1,2
2,4,1,5,8,2,1,4,1,3,1,2,1,2,3,2,1,2,2,1,1,2
336,2,2,3,5,2,1,2,1,2,3,3,2,1,3,2,1,2,1,1,1,2
763,4,3,5,1,4,5,5,3,3,1,3,4,2,3,3,1,4,1,2,1,1
695,4,1,3,2,1,3,3,1,3,1,3,2,2,3,1,1,3,1,1,1,2
782,2,1,1,9,2,1,3,1,3,1,1,1,2,3,2,1,2,1,2,1,2
317,2,3,3,4,4,5,3,1,2,1,3,2,2,3,2,1,2,1,2,1,2
705,4,2,3,1,4,3,5,1,2,1,3,4,2,3,3,1,3,1,1,1,2
431,2,3,3,3,4,1,3,1,3,2,2,3,2,1,2,2,4,1,2,1,1
49,4,1,3,5,2,2,3,3,2,2,1,1,2,3,2,1,3,1,1,1,2
135,4,1,5,5,1,5,5,3,2,1,1,1,2,3,2,2,3,1,2,1,2
997,4,1,3,5,1,1,5,3,3,1,3,3,2,3,2,1,3,1,1,1,2
955,1,3,5,5,1,4,5,3,2,1,3,2,2,3,1,2,4,1,2,1,2
603,4,4,3,4,3,1,3,3,2,1,1,3,2,3,2,1,4,1,2,1,1
4,1,3,4,1,4,1,3,2,3,1,3,4,2,3,3,2,3,2,1,1,1
612,1,3,3,5,3,4,2,3,2,1,1,3,2,1,2,1,3,1,1,1,2
723,2,1,3,5,1,3,3,3,2,1,2,1,2,3,2,1,2,1,1,1,2
757,3,2,5,5,1,5,3,2,3,1,3,4,2,3,3,2,3,1,2,1,1
141,2,4,3,5,4,1,2,3,2,1,1,4,2,3,2,1,4,1,2,1,2
897,4,1,5,4,2,4,4,2,2,1,1,2,2,3,2,1,3,1,1,2,2
415,4,4,5,2,4,1,5,1,3,1,1,2,2,3,2,2,3,2,2,1,2
900,1,2,5,1,3,1,5,1,3,3,3,2,2,1,1,1,3,1,2,1,1
876,1,2,2,5,2,1,2,2,3,2,3,4,2,1,3,1,4,1,2,1,2
667,4,4,2,10,3,1,3,1,2,1,1,1,2,2,2,1,3,1,1,1,2
386,4,2,3,5,1,5,2,3,2,1,1,1,1,3,1,1,3,1,2,1,2
86,2,2,5,4,1,1,2,3,2,1,1,2,2,3,2,2,3,1,1,1,2
93,3,3,5,4,3,5,5,3,3,2,3,4,1,3,1,2,3,1,1,1,2
649,1,1,3,8,1,1,3,3,3,1,3,3,2,3,1,1,2,2,1,1,1
507,2,2,2,1,4,2,1,1,3,1,1,2,2,3,2,1,4,2,2,1,1
912,2,4,3,5,3,5,5,1,2,1,3,3,1,3,2,1,3,1,1,1,2
570,1,3,3,4,3,1,2,3,2,1,3,1,1,3,1,1,2,1,2,1,1
316,1,1,3,4,1,1,3,1,3,3,2,2,2,3,2,1,2,2,1,1,2
875,2,1,5,1,1,4,3,3,2,1,3,3,2,3,2,2,3,1,1,1,2
228,4,1,3,5,2,1,4,3,3,1,1,3,1,3,2,1,3,1,1,1,1
655,1,2,3,1,4,1,1,1,3,1,3,4,1,3,3,1,3,1,1,1,2
280,4,2,5,2,3,4,5,2,3,1,3,4,1,3,1,2,3,1,2,1,2
752,2,1,3,10,1,2,4,1,2,1,3,1,1,3,1,1,2,1,1,1,2
802,1,3,5,4,4,1,5,1,2,1,3,2,1,3,2,2,3,1,1,1,2
526,4,2,5,8,2,2,3,3,2,1,2,3,2,3,2,1,3,1,1,1,2
738,4,1,5,1,4,1,4,1,3,1,2,4,2,3,2,2,4,2,2,1,2
578,2,4,5,1,3,1,2,3,1,1,3,3,2,3,2,2,3,1,1,1,1
53,4,2,3,2,3,5,3,1,3,1,1,2,2,3,2,1,3,1,2,1,2
866,1,2,3,5,3,1,2,3,2,1,1,3,2,2,2,1,3,1,1,1,2
948,4,2,3,4,2,1,2,3,4,2,1,2,2,3,2,1,2,2,1,1,1
350,4,1,3,6,1,1,2,1,2,1,3,1,1,3,1,1,3,1,2,1,2
906,1,3,3,1,3,5,4,1,3,2,1,1,1,3,2,1,2,1,1,2,2
944,1,2,3,4,2,1,2,3,2,3,1,2,2,3,1,1,3,1,1,1,2
79,2,4,3,4,3,1,2,1,4,1,1,2,1,3,2,1,3,1,1,1,2
855,4,3,3,1,2,2,2,3,4,1,2,1,2,3,2,1,3,1,2,1,2
871,3,1,5,1,1,1,5,1,3,1,3,1,2,3,2,2,3,2,1,2,2
835,1,1,1,1,1,1,3,3,3,1,3,3,2,1,2,2,3,1,1,1,1
792,4,1,5,4,1,5,3,1,4,1,1,2,2,3,2,2,3,1,1,1,2
520,4,3,5,7,4,1,5,2,3,1,3,4,2,3,3,2,3,1,1,1,2
