,chek_acc,month_duration,credit_history,purpose,Credit_amo,saving_amo,present_employmment,instalrate,p_status,guatan,present_resident,property,age,installment,Housing,existing_cards,job,no_people,telephn,foreign_worker,target
774,3,1,5,1,2,3,1,1,3,1,3,4,2,1,3,3,1,1,1,1,2
461,1,2,3,1,2,1,2,1,3,1,2,1,2,3,2,1,3,1,1,1,2
253,4,3,4,4,4,2,3,1,3,1,2,2,2,3,2,2,3,1,1,1,2
771,1,4,5,8,4,1,3,2,2,1,1,4,1,3,2,2,4,1,2,1,1
845,2,3,3,4,4,5,4,1,3,1,2,3,2,3,2,1,3,1,2,1,2
369,2,2,3,4,3,1,4,1,2,1,3,1,2,3,1,1,3,1,1,1,2
321,1,3,3,5,2,1,2,3,1,1,2,2,2,3,2,1,3,1,1,1,1
695,4,1,3,2,1,3,3,1,3,1,3,2,2,3,1,1,3,1,1,1,2
151,4,1,3,5,2,1,3,1,3,1,3,2,2,3,2,1,3,1,2,2,2
949,4,3,3,5,3,2,5,1,3,1,3,3,2,3,2,2,3,1,1,1,1
302,3,3,5,1,1,5,4,3,3,1,1,1,2,1,2,2,2,2,1,1,1
190,4,3,3,10,4,4,3,1,3,1,2,2,2,3,2,3,4,1,2,1,1
586,1,1,5,1,3,1,3,1,3,1,1,1,2,3,1,2,3,2,1,1,2
348,4,1,4,10,2,2,3,1,3,1,1,1,2,3,2,2,2,1,1,1,2
243,4,1,5,10,1,1,3,2,2,1,1,1,2,3,2,2,3,1,1,1,2
793,3,3,3,4,3,1,5,2,1,1,3,4,2,3,3,1,3,1,1,1,2
87,2,4,3,8,4,2,3,1,3,1,3,4,2,3,3,1,3,2,2,1,1
751,1,2,3,1,1,1,2,1,2,1,1,3,1,3,2,1,2,1,1,1,1
655,1,2,3,1,4,1,1,1,3,1,3,4,1,3,3,1,3,1,1,1,2
909,2,1,3,1,3,5,3,1,2,1,1,1,2,3,2,1,2,1,1,1,2
778,4,4,5,2,4,4,5,3,3,1,1,3,2,3,2,2,4,1,2,1,2
418,4,3,3,1,3,3,4,1,2,1,1,3,2,1,2,1,4,1,1,1,2
288,2,1,3,5,1,1,3,3,2,3,3,1,2,3,2,2,3,1,2,1,2
648,3,3,3,1,1,1,4,3,3,1,2,4,2,1,3,1,3,2,1,1,1
166,1,2,3,4,1,1,1,3,2,1,1,3,2,3,2,1,3,1,1,1,1
595,2,1,2,1,1,2,2,1,2,1,1,2,2,2,2,1,2,1,1,1,1
937,2,1,3,5,2,1,2,3,4,1,2,3,2,3,1,1,4,1,2,1,2
155,1,1,3,4,1,1,3,1,2,1,3,3,1,3,1,1,3,1,1,1,1
356,4,1,5,5,3,5,5,1,3,2,3,1,2,3,2,1,3,1,2,1,2
381,2,2,3,2,4,1,1,2,2,1,3,4,2,3,3,1,4,1,2,1,1
279,4,3,3,5,2,2,3,3,3,1,3,3,2,3,1,1,4,1,2,1,2
126,1,1,3,5,1,1,3,3,4,1,1,1,2,3,2,1,2,1,1,1,2
707,2,1,1,4,3,1,2,3,2,1,2,2,1,3,1,2,3,1,1,1,1
777,1,2,3,5,3,1,4,3,2,3,1,1,1,3,2,1,3,1,1,1,2
22,1,1,5,1,2,1,2,1,3,1,2,1,2,3,1,2,2,2,1,2,2
616,2,4,4,5,4,5,3,1,3,1,1,4,2,3,3,1,4,1,1,1,2
665,4,3,5,3,4,1,1,3,3,2,1,4,2,1,2,2,4,1,2,1,2
282,3,2,2,5,2,5,4,3,3,1,3,3,2,1,2,1,2,1,1,1,2
903,4,2,3,5,2,5,3,3,4,1,1,1,2,3,1,1,3,1,2,1,2
471,1,1,3,8,1,1,2,3,2,1,3,2,1,3,2,1,3,1,1,1,1
738,4,1,5,1,4,1,4,1,3,1,2,4,2,3,2,2,4,2,2,1,2
367,1,2,3,4,3,1,2,1,2,1,3,3,1,3,1,1,3,1,1,1,2
25,1,1,3,4,2,1,3,1,3,1,1,1,2,1,2,1,2,1,2,1,2
196,4,1,5,5,2,1,3,1,2,1,1,3,2,3,2,2,3,1,2,1,2
64,4,3,3,5,3,1,2,3,2,1,3,2,2,3,2,1,3,1,2,1,2
15,1,3,3,5,1,2,3,3,2,1,1,3,2,3,2,1,2,1,1,1,1
466,1,3,4,5,2,1,2,3,2,1,1,3,2,3,1,1,2,1,2,1,1
297,4,1,3,1,1,5,5,3,3,2,1,2,2,3,2,1,2,1,1,2,2
883,4,2,5,5,1,1,1,3,2,1,3,3,2,3,2,2,1,1,1,1,2
621,4,2,5,1,2,1,3,2,3,1,1,2,2,1,2,2,3,1,1,1,1
336,2,2,3,5,2,1,2,1,2,3,3,2,1,3,2,1,2,1,1,1,2
820,4,1,3,1,1,1,3,2,4,1,1,1,2,3,2,2,3,1,2,1,2
26,4,1,1,5,1,1,5,3,4,1,3,3,2,3,2,1,2,1,1,1,2
588,1,2,3,6,1,1,3,3,4,1,2,1,2,3,2,1,2,1,2,1,1
43,1,4,5,2,4,2,4,1,4,1,3,3,1,3,1,2,3,1,1,1,2
497,4,3,5,4,2,1,4,3,3,1,2,2,2,3,2,2,3,1,1,1,2
792,4,1,5,4,1,5,3,1,4,1,1,2,2,3,2,2,3,1,1,1,2
515,1,1,5,1,1,1,4,3,2,1,2,2,2,3,2,2,3,1,1,2,2
955,1,3,5,5,1,4,5,3,2,1,3,2,2,3,1,2,4,1,2,1,2
561,1,3,2,5,2,1,4,3,3,3,3,3,1,1,1,1,2,1,1,1,1
917,1,1,3,1,4,1,5,1,3,1,3,4,2,1,2,1,4,1,2,1,1
454,1,3,3,1,4,1,4,1,3,2,2,2,2,3,2,1,3,1,2,1,1
387,2,2,5,4,4,1,1,3,3,1,3,2,2,2,2,2,4,1,2,1,2
71,4,1,5,5,1,5,5,3,3,1,1,2,2,3,1,2,2,1,2,1,2
542,1,4,3,4,4,5,5,3,3,1,3,2,2,3,2,1,3,1,1,1,1
456,1,1,5,1,3,1,3,1,3,1,1,1,2,3,1,2,3,2,1,1,2
633,4,1,3,4,2,1,2,1,2,2,1,3,1,3,1,2,3,1,1,1,1
431,2,3,3,3,4,1,3,1,3,2,2,3,2,1,2,2,4,1,2,1,1
627,2,1,2,1,2,2,4,1,3,1,2,4,2,3,2,1,3,1,1,1,1
653,2,4,4,1,4,2,5,1,3,1,3,3,2,3,2,4,4,1,2,1,1
728,2,4,2,10,4,1,5,3,2,1,2,4,2,3,1,1,3,1,1,1,1
264,4,1,5,1,1,1,5,2,3,1,3,1,2,3,2,2,2,2,1,2,2
209,4,1,3,2,2,4,4,2,3,1,1,2,2,3,2,1,3,1,1,2,2
316,1,1,3,4,1,1,3,1,3,3,2,2,2,3,2,1,2,2,1,1,2
896,1,3,3,5,3,1,2,3,2,1,3,2,2,3,1,1,4,1,2,1,2
513,2,1,4,5,1,1,3,3,4,2,3,1,1,3,1,2,3,1,1,1,2
313,2,1,3,1,1,1,4,1,4,1,2,3,1,1,2,1,2,1,1,1,1
534,4,3,3,5,3,5,2,3,3,1,1,3,1,3,2,2,3,1,1,1,2
829,2,4,4,10,4,5,3,3,3,1,3,4,2,3,3,1,3,2,2,1,2
319,1,2,4,4,3,1,5,1,2,1,3,2,2,3,2,2,2,1,1,1,2
7,2,4,3,2,4,1,3,1,3,1,1,3,2,3,1,1,4,1,2,1,2
393,1,1,5,5,2,1,4,1,2,1,3,3,2,3,2,1,3,1,1,1,2
141,2,4,3,5,4,1,2,3,2,1,1,4,2,3,2,1,4,1,2,1,2
86,2,2,5,4,1,1,2,3,2,1,1,2,2,3,2,2,3,1,1,1,2
864,4,1,3,4,2,1,3,1,3,1,1,1,1,1,1,1,2,1,1,1,1
478,2,1,3,10,1,2,4,2,3,1,3,1,2,3,2,1,2,1,1,1,2
503,2,3,5,5,1,2,2,3,3,1,3,4,2,1,2,2,3,2,1,1,1
753,4,4,5,5,4,1,4,3,2,1,1,3,1,3,2,2,3,1,1,1,2
215,2,1,5,9,1,5,4,1,2,1,2,2,2,3,2,2,2,1,1,1,2
580,2,2,5,1,1,1,5,2,3,3,2,1,2,1,2,2,3,1,1,1,1
562,3,1,4,5,1,1,2,1,2,1,1,2,2,1,2,1,3,1,1,1,2
398,2,1,3,1,1,1,5,1,1,1,1,1,2,3,1,2,3,1,1,1,1
925,1,1,2,1,1,1,2,3,3,1,1,3,2,1,2,2,3,1,2,1,1
668,1,1,5,1,4,1,5,2,3,2,3,2,2,3,1,2,3,1,2,1,1
490,4,1,5,5,2,1,5,1,3,1,1,4,2,3,2,2,3,1,1,1,2
252,2,4,3,1,2,1,3,3,2,3,1,4,1,1,2,1,3,1,1,1,1
907,2,4,3,8,3,5,3,1,4,1,1,3,2,3,2,1,3,1,1,1,2
468,4,4,4,10,3,1,3,1,2,1,1,3,2,3,2,2,3,1,2,1,2
914,1,3,2,10,3,1,3,3,3,1,1,2,2,3,1,1,3,1,2,1,1
357,4,4,4,5,4,1,3,3,3,1,1,3,2,3,2,2,4,1,2,1,1
254,2,1,3,4,2,5,4,1,3,1,1,3,1,3,2,1,3,1,2,1,2
276,4,2,5,5,3,1,3,1,2,1,1,3,2,3,2,2,3,1,1,1,2
178,4,1,3,5,2,1,4,3,3,1,1,3,2,3,1,2,4,2,2,1,2
281,4,1,3,4,2,1,3,3,3,1,1,1,2,3,2,1,3,1,1,1,2
390,4,2,3,1,2,1,3,1,4,1,1,2,2,3,2,1,4,1,2,1,2
508,4,3,3,5,2,1,3,3,4,1,1,2,2,3,2,1,3,1,1,1,2
749,4,2,3,2,3,1,4,1,3,1,1,3,2,3,2,1,3,1,1,1,2
583,2,4,3,7,3,1,2,3,3,1,1,4,2,3,1,1,2,1,1,1,1
972,1,3,2,1,1,1,1,1,2,2,3,4,2,3,1,2,1,1,1,1,1
129,1,1,5,1,3,1,3,2,2,2,1,1,2,3,2,2,3,1,1,1,1
144,4,3,5,4,2,1,2,3,2,1,3,2,1,3,2,1,3,1,2,1,2
960,4,1,5,5,2,1,5,1,4,1,1,1,2,3,1,2,3,1,1,1,2
847,4,3,3,1,1,1,2,3,4,1,1,1,2,3,2,1,3,1,1,1,2
645,4,4,4,10,4,5,2,3,3,1,3,3,2,3,1,2,3,1,2,1,1
715,4,4,5,2,4,5,5,1,3,1,3,3,2,3,2,2,3,1,1,1,2
905,1,1,3,5,1,1,3,1,3,1,1,1,1,3,1,1,4,2,2,1,2
767,4,1,3,2,3,5,2,1,2,1,3,1,2,3,1,1,3,1,1,1,2
72,1,1,5,3,1,1,5,2,3,1,3,4,2,1,3,2,4,2,2,1,2
908,4,2,4,2,3,1,2,1,2,1,1,2,2,3,2,2,2,1,1,1,2
235,1,3,3,5,2,1,1,3,3,1,1,3,2,2,2,1,4,2,1,1,1
37,3,2,3,5,2,1,3,3,3,2,1,1,2,2,2,1,3,1,1,1,1
